විශ්වයේ පරිපූර්ණ පුන්‍යවන්තයකු බවට පත් වන්නේ කෙසෙද?,https://www.youtube.com/watch?v=sR3uGpaCwhc
ධාතු ස්වභාවයන් හො නාමරූපයන් නොපවතින තැනක් මේ විශ්වයේ පවතියි ද?,https://www.youtube.com/watch?v=GNGoUiPK3-c
නිවන සම්බන්ධයෙන් සමාජයේ පවතින අදහස හා නිබ්බාන සුත්‍රයට අනුව නිවනේ නිවැරිදි අර්ථය,https://www.youtube.com/watch?v=RD_-avs2HX4
දළිද්ද සුත්‍රයට අනුව දිලිදුකම හා පොහොසත්කම යන්නෙහි පැහැදිලි අර්ථය ගැඹුරෙන්ම දැන ගන්න,https://www.youtube.com/watch?v=LdQiR0INLmo
බොජ්ජංග වැඩීම පිලිබදව ඔබ තුල අනිවාර්යෙන්ම වර්ධනය කරගත යුතු අභ්‍යන්තර හා බාහිර අංග දෙක කුමක් ද?,https://www.youtube.com/watch?v=FhgaBtXzOss
බොජ්ජංග ධර්ම වඩන්නේ නැති පුද්ගලයාට භාග්‍යවතුන් වහන්සේ කෙසෙ නම් ආමන්ත්‍රනය කරන ලද්දේ ද?,https://www.youtube.com/watch?v=NxcjDAgyDRw
සක්විති රජුගේ සප්ත රත්නය/ස්වභාවය හා දෙව්ලොව උපත - ආර්යන් වහන්සෙ කෙනෙක් තුල පහල වන්නා වු සප්ත රත්නය,https://www.youtube.com/watch?v=1-Y0QAPvFvU
ධර්මයේ සදහන් පරිදිදෙන්ම නිවැරිදි ආකාරයට අමරණීයත්වයට පත්වන්නෙ කෙසෙද - අප්‍රමාදය හා ප්‍රමාදය,https://www.youtube.com/watch?v=SDWRXZbSI0k&t=597s
තණ්හාව සුත්‍රය ඇසුරෙන් බොජ්ජංග වැඩීම තුලින් තණහාව නිරුද්ධ කිරිමෙ පටිපදාව,https://www.youtube.com/watch?v=y-Uv3dJnpGs
බහුල වශයෙන් නිග්‍රහ ලැබු උදායි භික්ෂුන් වහන්සේගෙ වීර්ය නිවන් මග වඩන ඔබත් ආදර්ශයට ගත යුතු බව,https://www.youtube.com/watch?v=-BfkJadNyI0
නිවැරිදි ධර්මය බව තහවුරු කර ගැනිම හා ධර්මය පරිශීලනය කිරිම තුලින ධම්මවිජය සම්බොජ්ජංගය වැඩෙන බව,https://www.youtube.com/watch?v=KhGxEiVtQWw
ආස්වාදය කෙසෙ නම් දුකක් බව වටහා ගත යුතුද එය නිරුද්ධ කරන මාර්ගය කෙසෙ නම් වැඩිය යුතු ද,https://www.youtube.com/watch?v=ocgFWu57qdQ
බහුල වශයෙන් ධර්මය පරිශීලනය කිරිම නිවන් මග ඉක්මන් කිරිමට උපකාරි වන බව - බහුසෘතභාවය,https://www.youtube.com/watch?v=-qLnhM4DgvE
චතුරාර්ය සත්‍ය අවබෝධය නිසැක ලෙසින්ම ප්‍රත්‍යක්ෂව අවබෝධ කර ගැනිමට මෙම දේශනාව හොදින් අසත්වා,https://www.youtube.com/watch?v=l1YsMN0i8dw
නිවන් මග වඩන ඔබ තුල අවබෝධයට පත්වන මෙවන් අංග ලක්ෂණ පවතින්නෙද? - සති බොජ්ඣංග හා ධම්මවිජය බොජ්ඣංග,https://www.youtube.com/watch?v=cEKp4M8tFKU
නිවන් මග වඩන ඔබ තුල අවබෝධයට පත්වන මෙවන් අංග ලක්ෂණ පවතින්නෙද? - විරිය බොජ්ඣංග හා ප්‍රීති බොජ්ඣංග,https://www.youtube.com/watch?v=YyL1PUc2hZA
නිවන් මග වඩන ඔබ තුල අවබෝධයට පත්වන මෙවන් අංග ලක්ෂණ පවතින්නෙද?,https://www.youtube.com/watch?v=gID2REnNSNs
සප්ත බොජ්ඣංග වැඩීම තුලින් පහසු විහරනයට මග සැලසෙන බව,https://www.youtube.com/watch?v=gQ0vlwD6BgE
සීලය කුමක්ද යන්න නිවැරිදිව දැන අවබෝධ කර ගැනිමට උත්සහ කරන්නෙ නම් සප්ත බොජ්ඣංග වැඩෙන බව,https://www.youtube.com/watch?v=NSonSLdPk_Y
කර්මය ප්‍රභේද සතරක් පවතින බවත් සප්ත බොජ්ඣංග වඩන්නේ නම් සියලු කර්ම අවසන් කරන බව,https://www.youtube.com/watch?v=smrTjIK0lAo
බොජ්ඣංග වැඩිම තුලින් කෙසෙ නම් ත්‍රිවිධ ඥානයන් පහල කර ගන්නේ ද?,https://www.youtube.com/watch?v=rZYXv9qvD2s
ධර්මයෙ සදහන් පරිද්දෙන් නිවැරිදිව ආනාපානසති භාවනාව කෙසෙ නම් වැඩිය යුතුද?,https://www.youtube.com/watch?v=AaUcoBPHAf4
බොජ්ඣංග වැඩිම පිලිබදව අනිවාර්යෙන්ම දැන ගත යුතු දහම් පරියාය - ලීන චිත්තය හා උද්දත්ත චිත්තය,https://www.youtube.com/watch?v=q71y1Kqoef0
ඉතිහාසයේ සදහන් පරිද්දෙන් විශේෂයෙන්ම නවම් පොහෝය දිනයේ සිදු වුනා වු අසිරිමත් සිදුවීම් මොනවාද?,https://www.youtube.com/watch?v=0tRNwwZznbY
"සැරියුත් මුගලන් වහන්සේලා ආර්ය භාවයට පතු වූ ""‍යේ ධම්මා හේතුප්පභවා"" ගාථාව තුලින් චතුරාර්ය සත්‍ය",https://www.youtube.com/watch?v=quYDz2xtKY8
පංච උපාදනස්කන්ධයම දුකක් ලෙස දැක ආර්යකාන්ත සීලයට පැමින නිවන අත්දකින ආකාරය,https://www.youtube.com/watch?v=8fmTTmfTln8
බුදුන් වහන්සේ ආයු සංස්කාරයො අත හැරියා කියන අර්ථය ධර්මයට අනුකූලව පැහැදිලි කිරිම,https://www.youtube.com/watch?v=iTIk7aL0Dt8&t=1029s
ධර්මයේ සදහන් පරිද්දෙන් මම මගේ කියලා ගත යුත්තක් නැද්ද එහෙමත් නැතිනම් සාරවත් වූ දෙයක් නැද්ද?,https://www.youtube.com/watch?v=BeM79pefCo0&t=403s
ධර්ම මාර්ගයේ ගමන් කරන කෙනෙකුට කිසිම දෙයක් නොකරන්න තරම් සිතේ පාලු ස්වභාවයක් ගන්නේ ඇයි?,https://www.youtube.com/watch?v=7dJzMqCZxc0
ධර්මයෙන් අනර්ග ඵල නෙලා ගන්න ඇත්ත ඇති සැටියෙන් දැන ගන්න ප්‍රඥ්ඥාවෙන් ධර්මය ශ්‍රවණය කල යුතු බව,https://www.youtube.com/watch?v=gq0rRbjHlws
තමන් ඇති කර ගත් දෘෂ්ඨියෙන් තොරව අන්තයකට නොගොස් ධර්මය ශ්‍රවණය කල යුතු බව,https://www.youtube.com/watch?v=UVNs4VUrQhg&t=194s
ධර්මයෙ සදහන් දස අව්‍යාකෘත ප්‍රශ්න හෙවත් බුදුන් වහන්සේ පිලිතුරු නොදුන් ප්‍රශ්න 10,https://www.youtube.com/watch?v=7JksMB6l6Ro
බුදුන් වහන්සේ දේශනා කරන ලද දෙතිස් කථා හෙවත් නිවන් මග වඩන කෙනෙකු අත්හළ යුතු කථා 32,https://www.youtube.com/watch?v=n5Bx9TMo6VM
බුදුන් වහන්සේ දේශනා කල පරිද්දෙන් විතක්ක විචාර නිවැරිදිව නිවන් මග වැඩිම පිනිස කෙසෙ හේතු කර ගන්නේද?,https://www.youtube.com/watch?v=AZoku1RYk6k&t=331s
බුදුන් වහන්සේ පෙන්වා දෙනු ලබන විශ්වයේ පහල වන ආශ්චර්මත් අසිරිමත් සිදුවිම් දෙක,https://www.youtube.com/watch?v=gtkUOLQzVfM
කාරනා 4ක් අවබෝධ නොකර ගැනිම නිසා භවයෙන් භවයට ඉපදමින් මැරමින් අනන්ත වූ දුක්ඛස්කන්ධයක් විදීමට හේතුවන බව,https://www.youtube.com/watch?v=MllWM8omaeA
